lemma,family_rank,family_freq,forms
gauche,789,29287,gauche gauches
tranquille,790,29276,tranquille tranquilles
manquer,791,29271,manquer manquait manquent manquez manquera manquerai
âme,792,29163,âme âmes
professeur,793,29146,professeur professeurs professeure
attraper,794,29116,attraper attrapé attrapez attrapée attrapent attrapes
paraître,795,29027,paraît paraître paru paraissait paraissent paraissez
plusieurs,796,29005,plusieurs
passe-t-il,797,28932,passe-t-il
manière,798,28930,manière manières
arrivée,799,28914,arrivée arrivées
ouvre,800,28901,ouvre
gosse,801,28847,gosse gosses
vaisseau,802,28794,vaisseau vaisseaux
bar,803,28722,bar bars
dedans,804,28714,dedans
information,805,28701,informations information
poste,806,28700,poste postes
chacun,807,28617,chacun chacune
offre,808,28532,offre offres
allez-y,809,28516,allez-y
surveiller,810,28513,surveiller surveille surveillez surveillé surveillent surveilles
juge,811,28471,juge juges
lancer,812,28387,lance lancer lancez lances lancent lançons
intéressant,813,28360,intéressant intéressante intéressantes intéressants
montre,814,28345,montre
signer,815,28225,signer signé signez signée signerai signés
ouvrir,816,28218,ouvrir ouvrira ouvrirai ouvriront ouvrit ouvrirait
soleil,817,28213,soleil soleils
charlie,818,28209,charlie
tombe,819,28185,tombe tombes
mur,820,28167,mur murs
signifier,821,28165,signifie signifiait signifier signifient signifierait signifiera
américain,822,28076,américain américains américaines
blague,823,28071,blague blagues
déjeuner,824,28053,déjeuner déjeune déjeuné déjeuners déjeunons déjeunes
allô,825,27992,allô
ciel,826,27980,ciel cieux
retirer,827,27976,retirer retire retiré retirez retirée retires
pari,828,27955,paris pari
moitié,829,27938,moitié moitiés
intérêt,830,27917,intérêt intérêts
étrange,831,27885,étrange étranges
vas-tu,832,27844,vas-tu
discuter,833,27768,discuter discute discutons discutera discutait discutez
épouser,834,27731,épouser épousé épousée épouserai épousera épouserais
blesser,835,27713,blesser blessée blessés blesse blesses blessez
you,836,27696,you
selon,837,27696,selon
grosse,838,27629,grosse
michael,839,27613,michael
classe,840,27598,classe classes
danger,841,27590,danger dangers
tromper,842,27562,trompé tromper trompez trompée trompés trompait
enquête,843,27481,enquête enquêtes
bleu,844,27426,bleu bleue bleus bleues
sentiment,845,27340,sentiments sentiment
responsable,846,27319,responsable responsables
trou,847,27310,trou trous
régler,848,27309,régler réglé réglée réglez réglons réglera
souffrir,849,27296,souffrir souffre souffert souffrent souffrait souffres
recherche,850,27273,recherche
change,851,27260,change changes
rater,852,27246,raté rater ratée rates ratés ratez
but,853,27202,but buts
animal,854,27184,animaux animal animale animales
souhaiter,855,27168,souhaite souhaitez souhaiter souhaité souhaites souhaiterais
prise,856,27167,prise prises
doucement,857,27137,doucement
avance,858,27109,avance
triste,859,27007,triste tristes
virer,860,26916,viré virer vire virés virez vires
tue,861,26853,tue
don,862,26797,don dons
capable,863,26743,capable capables
aimé,864,26712,aimé
david,865,26710,david
fais-tu,866,26655,fais-tu
tom,867,26651,tom
répéter,868,26611,répète répéter répétez répété répètes répétait
parole,869,26572,parole paroles
combat,870,26526,combat combats
naître,871,26474,né née naître nés naît naissent
donne-moi,872,26466,donne-moi
lorsque,873,26453,lorsque lorsqu'
danser,874,26422,danser dansé dansez dansent dansons dansait
asseoir,875,26414,asseoir assieds assois asseyez assoit assied
opération,876,26408,opération opérations
entier,877,26408,entier entière entières entiers
plaisanter,878,26380,plaisante plaisantes plaisantez plaisantais plaisanter plaisantait
bord,879,26297,bord bords
merveilleux,880,26285,merveilleux merveilleuse merveilleuses
gueule,881,26275,gueule gueules
traverser,882,26265,traverser traversé traverse traverses traversent traversant
rechercher,883,26213,recherches recherché rechercher recherchent recherchons recherchez
folle,884,26212,folle
réunion,885,26203,réunion réunions
tiré,886,26123,tiré
projet,887,25966,projet projets
allez-vous,888,25927,allez-vous
cuisine,889,25920,cuisine cuisines
celui-ci,890,25914,celui-ci celle-ci celles-ci ceux-ci
contact,891,25902,contact contacts
centre,892,25887,centre centres
compagnie,893,25837,compagnie compagnies
crier,894,25805,crier crie crié criez criait cries
joe,895,25803,joe
coupable,896,25746,coupable coupables
lever,897,25680,lever levé levez lèves lèvent levés
test,898,25615,test tests
mike,899,25589,mike
sacrer,900,25503,sacré sacrée sacrés sacrées
télé,901,25490,télé télés
doux,902,25443,doux douce douces
moi-même,903,25359,moi-même
debout,904,25323,debout
parier,905,25303,parie parier parié paries parierais parierai
bière,906,25288,bière bières
deviner,907,25271,devine deviner devinez deviné devineras devines
concerner,908,25197,concerne concernant concerné concernés concernait concernent
doigt,909,25162,doigts doigt
riche,910,25148,riche riches
bête,911,25078,bête bêtes
fiche,912,25010,fiche fiches
excellent,913,25010,excellent excellente excellents excellentes
revenu,914,24982,revenu revenus
faites-vous,915,24953,faites-vous
accuser,916,24909,accusé accuser accuse accusée accusés accusez
appartement,917,24908,appartement appartements
spécial,918,24904,spécial spéciales spéciaux
ll,919,24887,ll
pourtant,920,24861,pourtant
droite,921,24856,droite
respirer,922,24819,respire respirer respirez respires respirait respirent
travers,923,24799,travers
horrible,924,24798,horrible horribles
santé,925,24796,santé
cerveau,926,24788,cerveau cerveaux
course,927,24788,course courses
ie,928,24760,ie
appartenir,929,24721,appartient appartenait appartiennent appartiens appartenir appartenu
enfer,930,24711,enfer enfers
pute,931,24697,pute putes
frank,932,24680,frank
libérer,933,24616,libérer libéré libère libérée libérez libérés
monte,934,24567,monte
pouvez-vous,935,24549,pouvez-vous
intelligent,936,24514,intelligent intelligente intelligents intelligentes
bruit,937,24475,bruit bruits
exemple,938,24439,exemple ex. exemples
george,939,24408,george
dommage,940,24387,dommage dommages
expérience,941,24386,expérience expériences
diriger,942,24358,dirige diriger dirigent dirigeait dirigée dirigez
dingue,943,24344,dingue dingues
courir,944,24338,courir courez courent courait courrez courais
survivre,945,24323,survivre survécu survivra survit survivent survivrai
court,946,24322,court courte courts courtes
foutu,947,24305,foutu foutue foutus foutues
robe,948,24269,robe robes
membre,949,24262,membre membres
remplir,950,24176,rempli remplir remplie remplis remplit remplissez
méchant,951,24134,méchant méchants méchante méchantes
diable,952,24038,diable diables
vol,953,24031,vol vols
bouche,954,24030,bouche bouches
image,955,24016,image images
vidéo,956,23980,vidéo vidéos
vit,957,23971,vit
coincer,958,23969,coincé coincée coincés coincer coince coincées
machine,959,23962,machine machines
couper,960,23926,couper coupez coupés coupées coupent coupera
lieutenant,961,23911,lieutenant lieutenants
caméra,962,23905,caméra caméras
adresse,963,23902,adresse adresses
créer,964,23875,créer crée créée créés créent créant
tire,965,23821,tire
société,966,23788,société sociétés
fleur,967,23744,fleurs fleur
fonctionner,968,23728,fonctionne fonctionner fonctionnent fonctionné fonctionnait fonctionnera
mérite,969,23622,mérite mérites
pardonner,970,23596,pardonner pardonne pardonné pardonnez pardonnera pardonnerai
remarquer,971,23584,remarqué remarquer remarquez remarquée remarquera remarquent
fenêtre,972,23546,fenêtre fenêtres
connerie,973,23534,conneries connerie
monstre,974,23501,monstre monstres
nulle,975,23482,nulle
frapper,976,23463,frapper frappée frappez frappait frappent frappés
tenter,977,23413,tenté tenter tentez tentes tentent tentait
milieu,978,23404,milieu milieux
officier,979,23372,officier officiers
là-dedans,980,23243,là-dedans
l,981,23240,l
vide,982,23175,vide vides
banque,983,23171,banque banques
honte,984,23146,honte
copain,985,23138,copain copains
terrible,986,23120,terrible terribles
supporter,987,23083,supporter supporte supporté supportes supporterai supporterais
étranger,988,23048,étranger étrangers étrangère étrangères
anglais,989,23029,anglais anglaise anglaises
urgence,990,23018,urgence urgences
pousser,991,22996,pousser poussé poussez poussent poussait poussant
époque,992,22965,époque époques
action,993,22949,action actions
brûler,994,22928,brûler brûle brûlée brûlés brûlent brûlez
entrée,995,22914,entrée entrées
environ,996,22889,environ environs
inutile,997,22870,inutile inutiles
convaincre,998,22837,convaincre convaincu convaincue convaincus convainc convaincra
m,999,22801,m
trace,1000,22793,traces trace
mer,1001,22783,mer mers
bain,1002,22774,bain bains
gouvernement,1003,22773,gouvernement gouvernements
rose,1004,22760,rose roses
fuir,1005,22757,fuir fui fuis fuit fuyez fuient
cesser,1006,22736,cesse cessé cessez cesser cessent cessera
enfuir,1007,22721,enfuir enfui enfuie enfuit enfuis enfuient
pierre,1008,22682,pierre pierres
silence,1009,22671,silence silences
voie,1010,22636,voie
commandant,1011,22631,commandant commandants commandante
construire,1012,22581,construire construit construite construis construisent construits
allée,1013,22556,allée
peau,1014,22555,peau peaux
partager,1015,22530,partager partagé partageons partagent partagez partageait
copiner,1016,22507,copine copines
bande,1017,22502,bande bandes
position,1018,22488,position positions
danse,1019,22466,danse danses
ia,1020,22453,ia
niveau,1021,22451,niveau niveaux
habiter,1022,22428,habite habiter habites habitait habitez habitent
retourne,1023,22426,retourne
ennui,1024,22394,ennuis ennui
quartier,1025,22364,quartier quartiers
chat,1026,22301,chat chats chattes
radio,1027,22298,radio radios
toilette,1028,22274,toilettes toilette
peter,1029,22251,peter
sauter,1030,22218,sauter sautez sautes sautent sautant sautait
futur,1031,22195,futur future futurs futures
tort,1032,22144,tort torts
code,1033,22115,code codes
vin,1034,22012,vin vins
paul,1035,21991,paul
magasin,1036,21961,magasin magasins
regretter,1037,21957,regrette regretter regretteras regretterez regrettes regretté
rôle,1038,21955,rôle rôles
grandir,1039,21914,grandi grandir grandit grandis grandissent grandisse
recommencer,1040,21896,recommencer recommence recommencé recommencez recommences recommençons
est-elle,1041,21883,est-elle
félicitation,1042,21877,félicitations félicitation
suspect,1043,21874,suspect suspects
sourire,1044,21856,sourire sourit souriez souri sourires souriait
pose,1045,21835,pose poses
gérer,1046,21817,gérer gère géré gères gérez gérait
remonter,1047,21760,remonte remonter remonté remontez remontent remontera
enceinte,1048,21733,enceinte enceintes
proposer,1049,21733,propose proposé proposer proposes proposez proposent
nettoyer,1050,21726,nettoyer nettoie nettoyé nettoyez nettoyée nettoies
résultat,1051,21714,résultats résultat
base,1052,21713,base
présente,1053,21683,présente
peuple,1054,21655,peuple
espoir,1055,21626,espoir espoirs
max,1056,21608,max
blessé,1057,21552,blessé
c,1058,21528,c
sept,1059,21493,sept
séparer,1060,21467,séparer séparés sépare séparé séparées séparent
héros,1061,21415,héros
match,1062,21415,match matchs matches
charge,1063,21405,charge charges
impliquer,1064,21392,impliqué implique impliquée impliquer impliqués impliquant
zone,1065,21363,zone zones
directeur,1066,21330,directeur directeurs
rencontre,1067,21285,rencontre rencontres
ridicule,1068,21214,ridicule ridicules
approche,1069,21194,approche approches
poursuivre,1070,21164,poursuivre poursuit poursuivi poursuivez poursuis poursuivent
assis,1071,21149,assis
ecoutez,1072,21141,ecoutez
départ,1073,21129,départ départs
douleur,1074,21122,douleur douleurs
connard,1075,21107,connard connards
morceau,1076,21077,morceau morceaux
note,1077,21051,note notes
innocent,1078,21013,innocent innocents innocente innocentes
retenir,1079,20924,retenir retenu retiens retient retenez retiennent
dent,1080,20913,dents dent
réparer,1081,20901,réparer réparé répare réparée réparez répares
dites-moi,1082,20865,dites-moi
mignon,1083,20862,mignon mignons mignonnes
liberté,1084,20857,liberté libertés
ordinateur,1085,20855,ordinateur ordinateurs
camion,1086,20842,camion camions
colonel,1087,20840,colonel
honnête,1088,20832,honnête honnêtes
nez,1089,20807,nez
savon,1090,20805,savons savon
chaussure,1091,20790,chaussures chaussure
respecter,1092,20786,respecte respecter respecté respectent respectez respectes
nul,1093,20783,nul nuls nulles
justice,1094,20765,justice
rapide,1095,20763,rapide rapides
fbi,1096,20727,fbi
découvert,1097,20726,découvert
secours,1098,20663,secours
planète,1099,20660,planète planètes
lune,1100,20659,lune lunes
coûter,1101,20637,coûte coûté coûter coûtera coûtent coûterait
organiser,1102,20597,organiser organisé organise organisée organisés organisent
disparaître,1103,20588,disparaître disparaît disparaissent disparais disparaisse disparaîtra
mise,1104,20571,mise
couleur,1105,20462,couleur couleurs
poisson,1106,20455,poisson poissons
t,1107,20438,t
arbre,1108,20423,arbre arbres
suivant,1109,20419,suivant suivante suivants suivantes
sexe,1110,20412,sexe sexes
apparemment,1111,20336,apparemment
avenir,1112,20307,avenir
lycée,1113,20304,lycée lycées
glace,1114,20286,glace glaces
profiter,1115,20270,profiter profite profitez profité profites profitent
église,1116,20237,église églises
œil,1117,20209,œil
nourriture,1118,20155,nourriture nourritures
sérieusement,1119,20120,sérieusement
bravo,1120,20115,bravo
défense,1121,20110,défense défenses
vêtement,1122,20107,vêtements vêtement
thé,1123,20101,thé thés
détail,1124,20092,détails détail
échapper,1125,20080,échapper échappe échappent échappés échapperas échappera
reine,1126,20071,reine reines
programme,1127,20054,programme programmes
souci,1128,20052,souci soucis
